run.
Starting optimization with 20...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   
  0     1.434825e-03   8.760010e-03   
  1     1.359525e-03   8.432469e-03   8.760010e-03   2         2         1         0         3773      
  2     3.048010e-04   1.300629e-03   2.338864e-01   3         3         1         0         7293      
  3     2.550202e-04   9.364275e-04   5.050119e-02   4         4         1         0         11041     
  4     1.987347e-04   7.941609e-04   9.469851e-02   5         5         1         0         14753     
  5     1.580396e-04   5.928167e-04   1.054780e-01   6         6         1         0         18507     
  6     1.297157e-04   5.928302e-04   1.491612e-01   7         7         1         0         22273     
  7     1.136618e-04   3.345437e-04   8.614928e-02   8         8         1         0         26081     
  8     1.046889e-04   3.011962e-04   4.359050e-02   9         9         1         0         30009     
  9     8.424413e-05   3.064812e-04   1.645447e-01   10        10        1         0         33778     
  10    7.921414e-05   2.950656e-04   7.542857e-02   12        11        2         0         39559     
  11    7.479601e-05   1.407719e-04   5.768068e-02   13        12        1         0         42477     
  12    7.228949e-05   1.197839e-04   3.749567e-02   14        13        1         0         45422     
  13    6.842621e-05   2.116268e-04   6.837160e-02   15        14        1         0         48355     
  14    6.060706e-05   3.503309e-04   1.561125e-01   16        15        1         0         51240     
  15    4.738400e-05   4.286783e-04   3.019959e-01   17        16        1         0         54137     
  16    3.480444e-05   2.509441e-04   3.278833e-01   18        17        1         0         57936     
  17    3.161750e-05   8.073955e-05   9.265934e-02   19        18        1         0         61765     
  18    3.122452e-05   2.641075e-05   2.156077e-02   20        19        1         0         64722     
  19    3.114352e-05   3.499229e-05   1.370700e-02   21        20        1         0         67796     
  20    3.091289e-05   5.543547e-05   2.563256e-02   22        21        1         0         70813     
  21    3.028423e-05   9.303998e-05   5.325751e-02   23        22        1         0         73788     
  22    2.874681e-05   1.497646e-04   1.231531e-01   24        23        1         0         76739     
  23    2.539051e-05   2.141831e-04   2.840518e-01   25        24        1         0         79651     
  24    1.930094e-05   2.631102e-04   5.653184e-01   26        25        1         0         82602     
  25    1.849584e-05   4.318351e-04   9.780372e-01   27        26        1         0         86416     
  26    8.859892e-06   1.605518e-04   1.763119e-01   28        27        1         0         90296     
  27    5.885115e-06   7.763699e-05   1.667444e-01   29        28        1         0         93229     
  28    4.422051e-06   5.778305e-05   1.736284e-01   30        29        1         0         96192     
  29    3.531857e-06   8.146219e-05   1.057256e-01   31        30        1         0         99179     
  30    1.918273e-06   1.114384e-04   1.916917e-01   32        31        1         0         102115    
  31    5.029757e-07   7.988711e-05   1.773705e-01   33        32        1         0         105117    
  32    6.079724e-08   1.942286e-05   5.276618e-02   34        33        1         0         108122    
  33    4.182205e-08   1.848726e-06   1.717980e-02   35        34        1         0         111145    
  34    4.123557e-08   8.362399e-07   4.978422e-03   36        35        1         0         114315    
  35    4.100612e-08   8.067936e-07   7.765128e-04   37        36        1         0         117611    
  36    3.892536e-08   1.626277e-06   5.927219e-03   38        37        1         0         120796    
  37    3.620429e-08   3.233817e-06   6.862553e-03   39        38        1         0         124005    
  38    3.277963e-08   2.251612e-06   1.031349e-02   40        39        1         0         127196    
  39    3.152017e-08   4.693185e-06   9.333564e-03   41        40        1         0         130330    
  40    3.088986e-08   5.057395e-07   9.610535e-04   42        41        1         0         133515    
  41    3.084785e-08   1.625561e-07   1.160080e-03   43        42        1         0         136847    
  42    3.084172e-08   1.403743e-07   1.905980e-04   44        43        1         0         139193    
  43    3.081916e-08   2.074181e-07   3.972646e-04   45        44        1         0         141527    
  44    3.076053e-08   4.598168e-07   8.365771e-04   46        45        1         0         144772    
  45    3.062116e-08   8.781911e-07   1.878453e-03   47        46        1         0         148029    
  46    3.024186e-08   1.566186e-06   5.176725e-03   48        47        1         0         151235    
  47    2.925664e-08   2.665335e-06   1.383714e-02   49        48        1         0         154444    
  48    2.682148e-08   4.223339e-06   3.539808e-02   50        49        1         0         157599    
  49    2.152376e-08   6.048005e-06   8.079806e-02   51        50        1         0         160775    
  50    1.300043e-08   6.900118e-06   1.468648e-01   52        51        1         0         163927    
  51    1.132711e-08   9.981827e-06   2.198540e-01   53        52        1         0         167049    
  52    1.961703e-09   3.400213e-06   3.461210e-02   54        53        1         0         170207    
  53    2.700922e-10   1.214920e-06   1.186052e-02   55        54        1         0         173383    
